"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId"
"2025-03-26 01:30:29",1742952629283,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/","GET","",-1,"88z7l-1742952628996-3a78f5313be8","Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",-1,"iad1",-1,-1,"🔍 [vercel-adapter.js:1] Execution started
🚀 [vercel-adapter.js:2] Vercel adapter starting...
📁 [vercel-adapter.js:3] Current directory: /var/task
📦 [vercel-adapter.js:4] NODE_ENV: production
📦 [vercel-adapter.js:5] VERCEL_ENV: undefined
📦 [vercel-adapter.js:6] VERCEL_REGION: undefined
Failed to create debugging_logs directory: ReferenceError: Cannot access 'fs' before initialization
    at file:///var/task/vercel-adapter.js:15:3
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
🔎 [vercel-adapter.js:20] Loading filesystem module
ReferenceError: require is not defined in ES module scope, you can use import instead
This file is being treated as an ES module because it has a '.js' file extension and '/var/task/package.json' contains ""type"": ""module"". To treat it as a CommonJS script, rename it to use the '.cjs' file extension.
    at file:///var/task/vercel-adapter.js:107:12
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:29",1742952629115,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.png","GET","",-1,"fhscw-1742952628860-d2303e9ea643","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",-1,"iad1",-1,-1,"🔍 [vercel-adapter.js:1] Execution started
🚀 [vercel-adapter.js:2] Vercel adapter starting...
📁 [vercel-adapter.js:3] Current directory: /var/task
📦 [vercel-adapter.js:4] NODE_ENV: production
📦 [vercel-adapter.js:5] VERCEL_ENV: undefined
📦 [vercel-adapter.js:6] VERCEL_REGION: undefined
Failed to create debugging_logs directory: ReferenceError: Cannot access 'fs' before initialization
    at file:///var/task/vercel-adapter.js:15:3
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
🔎 [vercel-adapter.js:20] Loading filesystem module
ReferenceError: require is not defined in ES module scope, you can use import instead
This file is being treated as an ES module because it has a '.js' file extension and '/var/task/package.json' contains ""type"": ""module"". To treat it as a CommonJS script, rename it to use the '.cjs' file extension.
    at file:///var/task/vercel-adapter.js:107:12
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:29",1742952629033,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/","GET","",500,"88z7l-1742952628996-3a78f5313be8","Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",234,"iad1",74,1024,"","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:28",1742952628894,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.png","GET","",500,"fhscw-1742952628860-d2303e9ea643","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",205,"iad1",75,1024,"","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:28",1742952628822,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.ico","GET","",-1,"msqvg-1742952628572-f6330555fa3b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",-1,"iad1",-1,-1,"🔍 [vercel-adapter.js:1] Execution started
🚀 [vercel-adapter.js:2] Vercel adapter starting...
📁 [vercel-adapter.js:3] Current directory: /var/task
📦 [vercel-adapter.js:4] NODE_ENV: production
📦 [vercel-adapter.js:5] VERCEL_ENV: undefined
📦 [vercel-adapter.js:6] VERCEL_REGION: undefined
Failed to create debugging_logs directory: ReferenceError: Cannot access 'fs' before initialization
    at file:///var/task/vercel-adapter.js:15:3
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
🔎 [vercel-adapter.js:20] Loading filesystem module
ReferenceError: require is not defined in ES module scope, you can use import instead
This file is being treated as an ES module because it has a '.js' file extension and '/var/task/package.json' contains ""type"": ""module"". To treat it as a CommonJS script, rename it to use the '.cjs' file extension.
    at file:///var/task/vercel-adapter.js:107:12
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:28",1742952628787,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.png","GET","",-1,"4w5ll-1742952628519-048d8f61a033","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",-1,"iad1",-1,-1,"🔍 [vercel-adapter.js:1] Execution started
🚀 [vercel-adapter.js:2] Vercel adapter starting...
📁 [vercel-adapter.js:3] Current directory: /var/task
📦 [vercel-adapter.js:4] NODE_ENV: production
📦 [vercel-adapter.js:5] VERCEL_ENV: undefined
📦 [vercel-adapter.js:6] VERCEL_REGION: undefined
Failed to create debugging_logs directory: ReferenceError: Cannot access 'fs' before initialization
    at file:///var/task/vercel-adapter.js:15:3
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
🔎 [vercel-adapter.js:20] Loading filesystem module
ReferenceError: require is not defined in ES module scope, you can use import instead
This file is being treated as an ES module because it has a '.js' file extension and '/var/task/package.json' contains ""type"": ""module"". To treat it as a CommonJS script, rename it to use the '.cjs' file extension.
    at file:///var/task/vercel-adapter.js:107:12
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:28",1742952628614,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.ico","GET","",500,"msqvg-1742952628572-f6330555fa3b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",190,"iad1",75,1024,"","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:28",1742952628555,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.png","GET","",500,"4w5ll-1742952628519-048d8f61a033","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",215,"iad1",75,1024,"","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:27",1742952627897,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/","GET","",-1,"ljznm-1742952627642-bbbf84faeb0d","Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",-1,"iad1",-1,-1,"🔍 [vercel-adapter.js:1] Execution started
🚀 [vercel-adapter.js:2] Vercel adapter starting...
📁 [vercel-adapter.js:3] Current directory: /var/task
📦 [vercel-adapter.js:4] NODE_ENV: production
📦 [vercel-adapter.js:5] VERCEL_ENV: undefined
📦 [vercel-adapter.js:6] VERCEL_REGION: undefined
Failed to create debugging_logs directory: ReferenceError: Cannot access 'fs' before initialization
    at file:///var/task/vercel-adapter.js:15:3
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
🔎 [vercel-adapter.js:20] Loading filesystem module
ReferenceError: require is not defined in ES module scope, you can use import instead
This file is being treated as an ES module because it has a '.js' file extension and '/var/task/package.json' contains ""type"": ""module"". To treat it as a CommonJS script, rename it to use the '.cjs' file extension.
    at file:///var/task/vercel-adapter.js:107:12
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:27",1742952627677,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/","GET","",500,"ljznm-1742952627642-bbbf84faeb0d","Mozilla/5.0 (X11; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",202,"iad1",75,1024,"","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
"2025-03-26 01:30:26",1742952626497,"sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app/favicon.ico","GET","",-1,"p2brr-1742952626232-018bbaf284dc","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","error","production","","MISS","lambda","/vercel-adapter.js","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","sell-my-seats-oyvuc4i2r-rsgenacks-projects.vercel.app","dpl_8nP7cC3ga9E8btqwL8HiCZfDZJsD",-1,"iad1",-1,-1,"🔍 [vercel-adapter.js:1] Execution started
🚀 [vercel-adapter.js:2] Vercel adapter starting...
📁 [vercel-adapter.js:3] Current directory: /var/task
📦 [vercel-adapter.js:4] NODE_ENV: production
📦 [vercel-adapter.js:5] VERCEL_ENV: undefined
📦 [vercel-adapter.js:6] VERCEL_REGION: undefined
Failed to create debugging_logs directory: ReferenceError: Cannot access 'fs' before initialization
    at file:///var/task/vercel-adapter.js:15:3
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
🔎 [vercel-adapter.js:20] Loading filesystem module
ReferenceError: require is not defined in ES module scope, you can use import instead
This file is being treated as an ES module because it has a '.js' file extension and '/var/task/package.json' contains ""type"": ""module"". To treat it as a CommonJS script, rename it to use the '.cjs' file extension.
    at file:///var/task/vercel-adapter.js:107:12
    at ModuleJob.run (node:internal/modules/esm/module_job:271:25)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async d (/opt/rust/nodejs.js:16:18048)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_m5DxOCoSkMcwdJsG7CfFOpvMTqpR"
